#id sdkAdded compatAdded codepoints
F071B 24 1 1F93E 1F3FE
F071C 24 1 1F93E 1F3FD
F071D 24 1 1F93E 1F3FC
F071E 24 1 1F93E 1F3FB
F071F 24 1 261D 1F3FF
F0720 24 1 261D 1F3FE
F0721 24 1 261D 1F3FD
F0722 24 1 261D 1F3FC
F0723 24 1 261D 1F3FB
F0724 24 1 26F9 1F3FF
F0725 24 1 26F9 1F3FE
F0726 24 1 26F9 1F3FD
F0727 24 1 26F9 1F3FC
F0728 24 1 26F9 1F3FB
F0729 24 1 270A 1F3FF
F072A 24 1 270A 1F3FE
F072B 24 1 270A 1F3FD
F072C 24 1 270A 1F3FC
F072D 24 1 270A 1F3FB
F072E 24 1 270B 1F3FF
F072F 24 1 270B 1F3FE
F0730 24 1 270B 1F3FD
F0731 24 1 270B 1F3FC
F0732 24 1 270B 1F3FB
F0733 24 1 270C 1F3FF
F0734 24 1 270C 1F3FE
F0735 24 1 270C 1F3FD
F0736 24 1 270C 1F3FC
F0737 24 1 270C 1F3FB
F0738 24 1 270D 1F3FF
F0739 24 1 270D 1F3FE
F073A 24 1 270D 1F3FD
F073B 24 1 270D 1F3FC
F073C 24 1 270D 1F3FB
F073D 25 1 2642
F073E 25 1 2640
F073F 25 1 2695
F0740 25 1 1F3C3 1F3FF 200D 2642
F0741 25 1 1F3C3 1F3FF 200D 2640
F0742 25 1 1F3C3 1F3FE 200D 2642
F0743 25 1 1F3C3 1F3FE 200D 2640
F0744 25 1 1F3C3 1F3FD 200D 2642
F0745 25 1 1F3C3 1F3FD 200D 2640
F0746 25 1 1F3C3 1F3FC 200D 2642
F0747 25 1 1F3C3 1F3FC 200D 2640
F0748 25 1 1F3C3 1F3FB 200D 2642
F0749 25 1 1F3C3 1F3FB 200D 2640
F074A 25 1 1F3C3 200D 2642
F074B 25 1 1F3C3 200D 2640
F074C 25 1 1F3C4 1F3FF 200D 2642
F074D 25 1 1F3C4 1F3FF 200D 2640
F074E 25 1 1F3C4 1F3FE 200D 2642
F074F 25 1 1F3C4 1F3FE 200D 2640
F0750 25 1 1F3C4 1F3FD 200D 2642
F0751 25 1 1F3C4 1F3FD 200D 2640
F0752 25 1 1F3C4 1F3FC 200D 2642
F0753 25 1 1F3C4 1F3FC 200D 2640
F0754 25 1 1F3C4 1F3FB 200D 2642
F0755 25 1 1F3C4 1F3FB 200D 2640
F0756 25 1 1F3C4 200D 2642
F0757 25 1 1F3C4 200D 2640
F0758 25 1 1F3CA 1F3FF 200D 2642
F0759 25 1 1F3CA 1F3FF 200D 2640
F075A 25 1 1F3CA 1F3FE 200D 2642
F075B 25 1 1F3CA 1F3FE 200D 2640
F075C 25 1 1F3CA 1F3FD 200D 2642
F075D 25 1 1F3CA 1F3FD 200D 2640
F075E 25 1 1F3CA 1F3FC 200D 2642
F075F 25 1 1F3CA 1F3FC 200D 2640
F0760 25 1 1F3CA 1F3FB 200D 2642
F0761 25 1 1F3CA 1F3FB 200D 2640
F0762 25 1 1F3CA 200D 2642
F0763 25 1 1F3CA 200D 2640
F0764 25 1 1F3CB 1F3FF 200D 2642
F0765 25 1 1F3CB 1F3FF 200D 2640
F0766 25 1 1F3CB 1F3FE 200D 2642
F0767 25 1 1F3CB 1F3FE 200D 2640
F0768 25 1 1F3CB 1F3FD 200D 2642
F0769 25 1 1F3CB 1F3FD 200D 2640
F076A 25 1 1F3CB 1F3FC 200D 2642
F076B 25 1 1F3CB 1F3FC 200D 2640
F076C 25 1 1F3CB 1F3FB 200D 2642
F076D 25 1 1F3CB 1F3FB 200D 2640
F076E 25 1 1F3CB 200D 2642
F076F 25 1 1F3CB 200D 2640
F0770 25 1 1F3CC 200D 2642
F0771 25 1 1F3CC 200D 2640
F0772 25 1 1F3F3 200D 1F308
F0776 25 1 1F468 1F3FF 200D 2695
F0777 25 1 1F468 1F3FF 200D 1F52C
F0778 25 1 1F468 1F3FF 200D 1F527
F0779 25 1 1F468 1F3FF 200D 1F4BC
F077A 25 1 1F468 1F3FF 200D 1F4BB
F077B 25 1 1F468 1F3FF 200D 1F3ED
F077C 25 1 1F468 1F3FF 200D 1F3EB
F077D 25 1 1F468 1F3FF 200D 1F3A4
F077E 25 1 1F468 1F3FF 200D 1F393
F077F 25 1 1F468 1F3FF 200D 1F373
F0780 25 1 1F468 1F3FF 200D 1F33E
F0781 25 1 1F468 1F3FE 200D 2695
F0782 25 1 1F468 1F3FE 200D 1F52C
F0783 25 1 1F468 1F3FE 200D 1F527
F0784 25 1 1F468 1F3FE 200D 1F4BC
F0785 25 1 1F468 1F3FE 200D 1F4BB
F0786 25 1 1F468 1F3FE 200D 1F3ED
F0787 25 1 1F468 1F3FE 200D 1F3EB
F0788 25 1 1F468 1F3FE 200D 1F3A4
F0789 25 1 1F468 1F3FE 200D 1F393
F078A 25 1 1F468 1F3FE 200D 1F373
F078B 25 1 1F468 1F3FE 200D 1F33E
F078C 25 1 1F468 1F3FD 200D 2695
F078D 25 1 1F468 1F3FD 200D 1F52C
F078E 25 1 1F468 1F3FD 200D 1F527
F078F 25 1 1F468 1F3FD 200D 1F4BC
F0790 25 1 1F468 1F3FD 200D 1F4BB
F0791 25 1 1F468 1F3FD 200D 1F3ED
F0792 25 1 1F468 1F3FD 200D 1F3EB
F0793 25 1 1F468 1F3FD 200D 1F3A4
F0794 25 1 1F468 1F3FD 200D 1F393
F0795 25 1 1F468 1F3FD 200D 1F373
F0796 25 1 1F468 1F3FD 200D 1F33E
F0797 25 1 1F468 1F3FC 200D 2695
F0798 25 1 1F468 1F3FC 200D 1F52C
F0799 25 1 1F468 1F3FC 200D 1F527
F079A 25 1 1F468 1F3FC 200D 1F4BC
F079B 25 1 1F468 1F3FC 200D 1F4BB
F079C 25 1 1F468 1F3FC 200D 1F3ED
F079D 25 1 1F468 1F3FC 200D 1F3EB
F079E 25 1 1F468 1F3FC 200D 1F3A4
F079F 25 1 1F468 1F3FC 200D 1F393
F07A0 25 1 1F468 1F3FC 200D 1F373
F07A1 25 1 1F468 1F3FC 200D 1F33E
F07A2 25 1 1F468 1F3FB 200D 2695
F07A3 25 1 1F468 1F3FB 200D 1F52C
F07A4 25 1 1F468 1F3FB 200D 1F527
F07A5 25 1 1F468 1F3FB 200D 1F4BC
F07A6 25 1 1F468 1F3FB 200D 1F4BB
F07A7 25 1 1F468 1F3FB 200D 1F3ED
F07A8 25 1 1F468 1F3FB 200D 1F3EB
F07A9 25 1 1F468 1F3FB 200D 1F3A4
F07AA 25 1 1F468 1F3FB 200D 1F393
F07AB 25 1 1F468 1F3FB 200D 1F373
F07AC 25 1 1F468 1F3FB 200D 1F33E
F07AF 25 1 1F468 200D 2695
F07B2 25 1 1F468 200D 1F52C
F07B3 25 1 1F468 200D 1F527
F07B4 25 1 1F468 200D 1F4BC
F07B5 25 1 1F468 200D 1F4BB
F07B8 25 1 1F468 200D 1F3ED
F07B9 25 1 1F468 200D 1F3EB
F07BB 25 1 1F468 200D 1F3A4
F07BC 25 1 1F468 200D 1F393
F07BD 25 1 1F468 200D 1F373
F07BE 25 1 1F468 200D 1F33E
F07C2 25 1 1F469 1F3FF 200D 2695
F07C3 25 1 1F469 1F3FF 200D 1F52C
F07C4 25 1 1F469 1F3FF 200D 1F527
F07C5 25 1 1F469 1F3FF 200D 1F4BC
F07C6 25 1 1F469 1F3FF 200D 1F4BB
F07C7 25 1 1F469 1F3FF 200D 1F3ED
F07C8 25 1 1F469 1F3FF 200D 1F3EB
F07C9 25 1 1F469 1F3FF 200D 1F3A4
F07CA 25 1 1F469 1F3FF 200D 1F393
F07CB 25 1 1F469 1F3FF 200D 1F373
F07CC 25 1 1F469 1F3FF 200D 1F33E
F07CD 25 1 1F469 1F3FE 200D 2695
F07CE 25 1 1F469 1F3FE 200D 1F52C
F07CF 25 1 1F469 1F3FE 200D 1F527
F07D0 25 1 1F469 1F3FE 200D 1F4BC
F07D1 25 1 1F469 1F3FE 200D 1F4BB
F07D2 25 1 1F469 1F3FE 200D 1F3ED
F07D3 25 1 1F469 1F3FE 200D 1F3EB
F07D4 25 1 1F469 1F3FE 200D 1F3A4
F07D5 25 1 1F469 1F3FE 200D 1F393
F07D6 25 1 1F469 1F3FE 200D 1F373
F07D7 25 1 1F469 1F3FE 200D 1F33E
F07D8 25 1 1F469 1F3FD 200D 2695
F07D9 25 1 1F469 1F3FD 200D 1F52C
F07DA 25 1 1F469 1F3FD 200D 1F527
F07DB 25 1 1F469 1F3FD 200D 1F4BC
F07DC 25 1 1F469 1F3FD 200D 1F4BB
F07DD 25 1 1F469 1F3FD 200D 1F3ED
F07DE 25 1 1F469 1F3FD 200D 1F3EB
F07DF 25 1 1F469 1F3FD 200D 1F3A4
F07E0 25 1 1F469 1F3FD 200D 1F393
F07E1 25 1 1F469 1F3FD 200D 1F373
F07E2 25 1 1F469 1F3FD 200D 1F33E
F07E3 25 1 1F469 1F3FC 200D 2695
F07E4 25 1 1F469 1F3FC 200D 1F52C
F07E5 25 1 1F469 1F3FC 200D 1F527
F07E6 25 1 1F469 1F3FC 200D 1F4BC
F07E7 25 1 1F469 1F3FC 200D 1F4BB
F07E8 25 1 1F469 1F3FC 200D 1F3ED
F07E9 25 1 1F469 1F3FC 200D 1F3EB
F07EA 25 1 1F469 1F3FC 200D 1F3A4
F07EB 25 1 1F469 1F3FC 200D 1F393
F07EC 25 1 1F469 1F3FC 200D 1F373
F07ED 25 1 1F469 1F3FC 200D 1F33E
F07EE 25 1 1F469 1F3FB 200D 2695
F07EF 25 1 1F469 1F3FB 200D 1F52C
F07F0 25 1 1F469 1F3FB 200D 1F527
F07F1 25 1 1F469 1F3FB 200D 1F4BC
F07F2 25 1 1F469 1F3FB 200D 1F4BB
F07F3 25 1 1F469 1F3FB 200D 1F3ED
F07F4 25 1 1F469 1F3FB 200D 1F3EB
F07F5 25 1 1F469 1F3FB 200D 1F3A4
F07F6 25 1 1F469 1F3FB 200D 1F393
F07F7 25 1 1F469 1F3FB 200D 1F373
F07F8 25 1 1F469 1F3FB 200D 1F33E
F07FB 25 1 1F469 200D 2695
F07FE 25 1 1F469 200D 1F52C
F07FF 25 1 1F469 200D 1F527
F0800 25 1 1F469 200D 1F4BC
F0801 25 1 1F469 200D 1F4BB
F0804 25 1 1F469 200D 1F3ED
F0805 25 1 1F469 200D 1F3EB
F0807 25 1 1F469 200D 1F3A4
F0808 25 1 1F469 200D 1F393
F0809 25 1 1F469 200D 1F373
F080A 25 1 1F469 200D 1F33E
F080B 25 1 1F46E 1F3FF 200D 2642
F080C 25 1 1F46E 1F3FF 200D 2640
F080D 25 1 1F46E 1F3FE 200D 2642
F080E 25 1 1F46E 1F3FE 200D 2640
F080F 25 1 1F46E 1F3FD 200D 2642
F0810 25 1 1F46E 1F3FD 200D 2640
F0811 25 1 1F46E 1F3FC 200D 2642
F0812 25 1 1F46E 1F3FC 200D 2640
F0813 25 1 1F46E 1F3FB 200D 2642
F0814 25 1 1F46E 1F3FB 200D 2640
F0815 25 1 1F46E 200D 2642
F0816 25 1 1F46E 200D 2640
F0817 25 1 1F46F 200D 2642
F0818 25 1 1F46F 200D 2640
F0819 25 1 1F471 1F3FF 200D 2642
F081A 25 1 1F471 1F3FF 200D 2640
F081B 25 1 1F471 1F3FE 200D 2642
F081C 25 1 1F471 1F3FE 200D 2640
F081D 25 1 1F471 1F3FD 200D 2642
F081E 25 1 1F471 1F3FD 200D 2640
F081F 25 1 1F471 1F3FC 200D 2642
F0820 25 1 1F471 1F3FC 200D 2640
F0821 25 1 1F471 1F3FB 200D 2642
F0822 25 1 1F471 1F3FB 200D 2640
F0823 25 1 1F471 200D 2642
F0824 25 1 1F471 200D 2640
F0825 25 1 1F473 1F3FF 200D 2642
F0826 25 1 1F473 1F3FF 200D 2640
F0827 25 1 1F473 1F3FE 200D 2642
F0828 25 1 1F473 1F3FE 200D 2640
F0829 25 1 1F473 1F3FD 200D 2642
F082A 25 1 1F473 1F3FD 200D 2640
F082B 25 1 1F473 1F3FC 200D 2642
F082C 25 1 1F473 1F3FC 200D 2640
F082D 25 1 1F473 1F3FB 200D 2642
F082E 25 1 1F473 1F3FB 200D 2640
F082F 25 1 1F473 200D 2642
F0830 25 1 1F473 200D 2640
F0831 25 1 1F477 1F3FF 200D 2642
F0832 25 1 1F477 1F3FF 200D 2640
F0833 25 1 1F477 1F3FE 200D 2642
F0834 25 1 1F477 1F3FE 200D 2640
F0835 25 1 1F477 1F3FD 200D 2642
F0836 25 1 1F477 1F3FD 200D 2640
F0837 25 1 1F477 1F3FC 200D 2642
F0838 25 1 1F477 1F3FC 200D 2640
F0839 25 1 1F477 1F3FB 200D 2642
F083A 25 1 1F477 1F3FB 200D 2640
F083B 25 1 1F477 200D 2642
F083C 25 1 1F477 200D 2640
F083D 25 1 1F481 1F3FF 200D 2642
F083E 25 1 1F481 1F3FF 200D 2640
F083F 25 1 1F481 1F3FE 200D 2642
F0840 25 1 1F481 1F3FE 200D 2640
F0841 25 1 1F481 1F3FD 200D 2642
F0842 25 1 1F481 1F3FD 200D 2640
F0843 25 1 1F481 1F3FC 200D 2642
F0844 25 1 1F481 1F3FC 200D 2640
F0845 25 1 1F481 1F3FB 200D 2642
F0846 25 1 1F481 1F3FB 200D 2640
F0847 25 1 1F481 200D 2642
F0848 25 1 1F481 200D 2640
F0849 25 1 1F482 1F3FF 200D 2642
F084A 25 1 1F482 1F3FF 200D 2640
F084B 25 1 1F482 1F3FE 200D 2642
F084C 25 1 1F482 1F3FE 200D 2640
F084D 25 1 1F482 1F3FD 200D 2642
F084E 25 1 1F482 1F3FD 200D 2640
F084F 25 1 1F482 1F3FC 200D 2642
F0850 25 1 1F482 1F3FC 200D 2640
F0851 25 1 1F482 1F3FB 200D 2642
F0852 25 1 1F482 1F3FB 200D 2640
F0853 25 1 1F482 200D 2642
F0854 25 1 1F482 200D 2640
F0855 25 1 1F486 1F3FF 200D 2642
F0856 25 1 1F486 1F3FF 200D 2640
F0857 25 1 1F486 1F3FE 200D 2642
F0858 25 1 1F486 1F3FE 200D 2640
F0859 25 1 1F486 1F3FD 200D 2642
F085A 25 1 1F486 1F3FD 200D 2640
F085B 25 1 1F486 1F3FC 200D 2642
F085C 25 1 1F486 1F3FC 200D 2640
F085D 25 1 1F486 1F3FB 200D 2642
F085E 25 1 1F486 1F3FB 200D 2640
F085F 25 1 1F486 200D 2642
F0860 25 1 1F486 200D 2640
F0861 25 1 1F487 1F3FF 200D 2642
F0862 25 1 1F487 1F3FF 200D 2640
F0863 25 1 1F487 1F3FE 200D 2642
F0864 25 1 1F487 1F3FE 200D 2640
F0865 25 1 1F487 1F3FD 200D 2642
F0866 25 1 1F487 1F3FD 200D 2640
F0867 25 1 1F487 1F3FC 200D 2642
F0868 25 1 1F487 1F3FC 200D 2640
F0869 25 1 1F487 1F3FB 200D 2642
F086A 25 1 1F487 1F3FB 200D 2640
F086B 25 1 1F487 200D 2642
F086C 25 1 1F487 200D 2640
F086D 25 1 1F575 1F3FF 200D 2642
F086E 25 1 1F575 1F3FF 200D 2640
F086F 25 1 1F575 1F3FE 200D 2642
F0870 25 1 1F575 1F3FE 200D 2640
F0871 25 1 1F575 1F3FD 200D 2642
F0872 25 1 1F575 1F3FD 200D 2640
F0873 25 1 1F575 1F3FC 200D 2642
F0874 25 1 1F575 1F3FC 200D 2640
F0875 25 1 1F575 1F3FB 200D 2642
F0876 25 1 1F575 1F3FB 200D 2640
F0877 25 1 1F575 200D 2642
F0878 25 1 1F575 200D 2640
F0879 25 1 1F645 1F3FF 200D 2642
F087A 25 1 1F645 1F3FF 200D 2640
F087B 25 1 1F645 1F3FE 200D 2642
F087C 25 1 1F645 1F3FE 200D 2640
F087D 25 1 1F645 1F3FD 200D 2642
F087E 25 1 1F645 1F3FD 200D 2640
F087F 25 1 1F645 1F3FC 200D 2642
F0880 25 1 1F645 1F3FC 200D 2640
F0881 25 1 1F645 1F3FB 200D 2642
F0882 25 1 1F645 1F3FB 200D 2640
F0883 25 1 1F645 200D 2642
F0884 25 1 1F645 200D 2640
F0885 25 1 1F646 1F3FF 200D 2642
F0886 25 1 1F646 1F3FF 200D 2640
F0887 25 1 1F646 1F3FE 200D 2642
F0888 25 1 1F646 1F3FE 200D 2640
F0889 25 1 1F646 1F3FD 200D 2642
F088A 25 1 1F646 1F3FD 200D 2640
F088B 25 1 1F646 1F3FC 200D 2642
F088C 25 1 1F646 1F3FC 200D 2640
F088D 25 1 1F646 1F3FB 200D 2642
F088E 25 1 1F646 1F3FB 200D 2640
F088F 25 1 1F646 200D 2642
F0890 25 1 1F646 200D 2640
F0891 25 1 1F647 1F3FF 200D 2642
F0892 25 1 1F647 1F3FF 200D 2640
F0893 25 1 1F647 1F3FE 200D 2642
F0894 25 1 1F647 1F3FE 200D 2640
F0895 25 1 1F647 1F3FD 200D 2642
F0896 25 1 1F647 1F3FD 200D 2640
F0897 25 1 1F647 1F3FC 200D 2642
F0898 25 1 1F647 1F3FC 200D 2640
F0899 25 1 1F647 1F3FB 200D 2642
F089A 25 1 1F647 1F3FB 200D 2640
F089B 25 1 1F647 200D 2642
F089C 25 1 1F647 200D 2640
F089D 25 1 1F64B 1F3FF 200D 2642
F089E 25 1 1F64B 1F3FF 200D 2640
F089F 25 1 1F64B 1F3FE 200D 2642
F08A0 25 1 1F64B 1F3FE 200D 2640
F08A1 25 1 1F64B 1F3FD 200D 2642
F08A2 25 1 1F64B 1F3FD 200D 2640
F08A3 25 1 1F64B 1F3FC 200D 2642
F08A4 25 1 1F64B 1F3FC 200D 2640
F08A5 25 1 1F64B 1F3FB 200D 2642
F08A6 25 1 1F64B 1F3FB 200D 2640
F08A7 25 1 1F64B 200D 2642
F08A8 25 1 1F64B 200D 2640
F08A9 25 1 1F64D 1F3FF 200D 2642
F08AA 25 1 1F64D 1F3FF 200D 2640
F08AB 25 1 1F64D 1F3FE 200D 2642
F08AC 25 1 1F64D 1F3FE 200D 2640
F08AD 25 1 1F64D 1F3FD 200D 2642
F08AE 25 1 1F64D 1F3FD 200D 2640
F08AF 25 1 1F64D 1F3FC 200D 2642
F08B0 25 1 1F64D 1F3FC 200D 2640
F08B1 25 1 1F64D 1F3FB 200D 2642
F08B2 25 1 1F64D 1F3FB 200D 2640
F08B3 25 1 1F64D 200D 2642
F08B4 25 1 1F64D 200D 2640
F08B5 25 1 1F64E 1F3FF 200D 2642
F08B6 25 1 1F64E 1F3FF 200D 2640
F08B7 25 1 1F64E 1F3FE 200D 2642
F08B8 25 1 1F64E 1F3FE 200D 2640
F08B9 25 1 1F64E 1F3FD 200D 2642
F08BA 25 1 1F64E 1F3FD 200D 2640
F08BB 25 1 1F64E 1F3FC 200D 2642
F08BC 25 1 1F64E 1F3FC 200D 2640
F08BD 25 1 1F64E 1F3FB 200D 2642
F08BE 25 1 1F64E 1F3FB 200D 2640
F08BF 25 1 1F64E 200D 2642
F08C0 25 1 1F64E 200D 2640
F08C1 25 1 1F6A3 1F3FF 200D 2642
F08C2 25 1 1F6A3 1F3FF 200D 2640
F08C3 25 1 1F6A3 1F3FE 200D 2642
F08C4 25 1 1F6A3 1F3FE 200D 2640
F08C5 25 1 1F6A3 1F3FD 200D 2642
F08C6 25 1 1F6A3 1F3FD 200D 2640
F08C7 25 1 1F6A3 1F3FC 200D 2642
F08C8 25 1 1F6A3 1F3FC 200D 2640
F08C9 25 1 1F6A3 1F3FB 200D 2642
F08CA 25 1 1F6A3 1F3FB 200D 2640
F08CB 25 1 1F6A3 200D 2642
F08CC 25 1 1F6A3 200D 2640
F08CD 25 1 1F6B4 1F3FF 200D 2642
F08CE 25 1 1F6B4 1F3FF 200D 2640
F08CF 25 1 1F6B4 1F3FE 200D 2642
F08D0 25 1 1F6B4 1F3FE 200D 2640
F08D1 25 1 1F6B4 1F3FD 200D 2642
F08D2 25 1 1F6B4 1F3FD 200D 2640
F08D3 25 1 1F6B4 1F3FC 200D 2642
F08D4 25 1 1F6B4 1F3FC 200D 2640
F08D5 25 1 1F6B4 1F3FB 200D 2642
F08D6 25 1 1F6B4 1F3FB 200D 2640
F08D7 25 1 1F6B4 200D 2642
F08D8 25 1 1F6B4 200D 2640
F08D9 25 1 1F6B5 1F3FF 200D 2642
F08DA 25 1 1F6B5 1F3FF 200D 2640
F08DB 25 1 1F6B5 1F3FE 200D 2642
F08DC 25 1 1F6B5 1F3FE 200D 2640
F08DD 25 1 1F6B5 1F3FD 200D 2642
F08DE 25 1 1F6B5 1F3FD 200D 2640
F08DF 25 1 1F6B5 1F3FC 200D 2642
F08E0 25 1 1F6B5 1F3FC 200D 2640
F08E1 25 1 1F6B5 1F3FB 200D 2642
F08E2 25 1 1F6B5 1F3FB 200D 2640
F08E3 25 1 1F6B5 200D 2642
F08E4 25 1 1F6B5 200D 2640
F08E5 25 1 1F6B6 1F3FF 200D 2642
F08E6 25 1 1F6B6 1F3FF 200D 2640
F08E7 25 1 1F6B6 1F3FE 200D 2642
F08E8 25 1 1F6B6 1F3FE 200D 2640
F08E9 25 1 1F6B6 1F3FD 200D 2642
F08EA 25 1 1F6B6 1F3FD 200D 2640
F08EB 25 1 1F6B6 1F3FC 200D 2642
F08EC 25 1 1F6B6 1F3FC 200D 2640
F08ED 25 1 1F6B6 1F3FB 200D 2642
F08EE 25 1 1F6B6 1F3FB 200D 2640
F08EF 25 1 1F6B6 200D 2642
F08F0 25 1 1F6B6 200D 2640
F08F1 25 1 1F926 1F3FF 200D 2642
F08F2 25 1 1F926 1F3FF 200D 2640
F08F3 25 1 1F926 1F3FE 200D 2642
F08F4 25 1 1F926 1F3FE 200D 2640
F08F5 25 1 1F926 1F3FD 200D 2642
F08F6 25 1 1F926 1F3FD 200D 2640
F08F7 25 1 1F926 1F3FC 200D 2642
F08F8 25 1 1F926 1F3FC 200D 2640
F08F9 25 1 1F926 1F3FB 200D 2642
F08FA 25 1 1F926 1F3FB 200D 2640
F08FB 25 1 1F926 200D 2642
F08FC 25 1 1F926 200D 2640
F08FD 25 1 1F937 1F3FF 200D 2642
F08FE 25 1 1F937 1F3FF 200D 2640
F08FF 25 1 1F937 1F3FE 200D 2642
F0900 25 1 1F937 1F3FE 200D 2640
F0901 25 1 1F937 1F3FD 200D 2642
F0902 25 1 1F937 1F3FD 200D 2640
F0903 25 1 1F937 1F3FC 200D 2642
F0904 25 1 1F937 1F3FC 200D 2640
F0905 25 1 1F937 1F3FB 200D 2642
F0906 25 1 1F937 1F3FB 200D 2640
F0907 25 1 1F937 200D 2642
F0908 25 1 1F937 200D 2640
F0909 25 1 1F938 1F3FF 200D 2642
F090A 25 1 1F938 1F3FF 200D 2640
F090B 25 1 1F938 1F3FE 200D 2642
F090C 25 1 1F938 1F3FE 200D 2640
F090D 25 1 1F938 1F3FD 200D 2642
F090E 25 1 1F938 1F3FD 200D 2640
F090F 25 1 1F938 1F3FC 200D 2642
F0910 25 1 1F938 1F3FC 200D 2640
F0911 25 1 1F938 1F3FB 200D 2642
F0912 25 1 1F938 1F3FB 200D 2640
F0913 25 1 1F938 200D 2642
F0914 25 1 1F938 200D 2640
F0915 25 1 1F939 1F3FF 200D 2642
F0916 25 1 1F939 1F3FF 200D 2640
F0917 25 1 1F939 1F3FE 200D 2642
F0918 25 1 1F939 1F3FE 200D 2640
F0919 25 1 1F939 1F3FD 200D 2642
F091A 25 1 1F939 1F3FD 200D 2640
F091B 25 1 1F939 1F3FC 200D 2642
F091C 25 1 1F939 1F3FC 200D 2640
F091D 25 1 1F939 1F3FB 200D 2642
F091E 25 1 1F939 1F3FB 200D 2640
F091F 25 1 1F939 200D 2642
F0920 25 1 1F939 200D 2640
F092B 25 1 1F93C 200D 2642
F092C 25 1 1F93C 200D 2640
F092D 25 1 1F93D 1F3FF 200D 2642
F092E 25 1 1F93D 1F3FF 200D 2640
F092F 25 1 1F93D 1F3FE 200D 2642
F0930 25 1 1F93D 1F3FE 200D 2640
F0931 25 1 1F93D 1F3FD 200D 2642
F0932 25 1 1F93D 1F3FD 200D 2640
F0933 25 1 1F93D 1F3FC 200D 2642
F0934 25 1 1F93D 1F3FC 200D 2640
F0935 25 1 1F93D 1F3FB 200D 2642
F0936 25 1 1F93D 1F3FB 200D 2640
F0937 25 1 1F93D 200D 2642
F0938 25 1 1F93D 200D 2640
F0939 25 1 1F93E 1F3FF 200D 2642
F093A 25 1 1F93E 1F3FF 200D 2640
F093B 25 1 1F93E 1F3FE 200D 2642
F093C 25 1 1F93E 1F3FE 200D 2640
F093D 25 1 1F93E 1F3FD 200D 2642
F093E 25 1 1F93E 1F3FD 200D 2640
F093F 25 1 1F93E 1F3FC 200D 2642
F0940 25 1 1F93E 1F3FC 200D 2640
F0941 25 1 1F93E 1F3FB 200D 2642
F0942 25 1 1F93E 1F3FB 200D 2640
F0943 25 1 1F93E 200D 2642
F0944 25 1 1F93E 200D 2640
F0945 25 1 26F9 1F3FF 200D 2642
F0946 25 1 26F9 1F3FF 200D 2640
F0947 25 1 26F9 1F3FE 200D 2642
F0948 25 1 26F9 1F3FE 200D 2640
F0949 25 1 26F9 1F3FD 200D 2642
F094A 25 1 26F9 1F3FD 200D 2640
F094B 25 1 26F9 1F3FC 200D 2642
F094C 25 1 26F9 1F3FC 200D 2640
F094D 25 1 26F9 1F3FB 200D 2642
F094E 25 1 26F9 1F3FB 200D 2640
F094F 25 1 26F9 200D 2642
F0950 25 1 26F9 200D 2640
F0951 25 1 1F468 200D 1F467 200D 1F467
F0952 25 1 1F468 200D 1F467 200D 1F466
F0953 25 1 1F468 200D 1F466 200D 1F466
F0954 25 1 1F468 200D 2708
F0955 25 1 1F468 200D 2696
F0956 25 1 1F468 200D 1F692
F0957 25 1 1F468 200D 1F680
F0958 25 1 1F468 200D 1F467
F0959 25 1 1F468 200D 1F466
F095A 25 1 1F468 200D 1F3A8
F095B 25 1 1F469 200D 1F467 200D 1F467
F095C 25 1 1F469 200D 1F467 200D 1F466
F095D 25 1 1F469 200D 1F466 200D 1F466
F095E 25 1 1F469 200D 2708
F095F 25 1 1F469 200D 2696
F0960 25 1 1F469 200D 1F692
F0961 25 1 1F469 200D 1F680
F0962 25 1 1F469 200D 1F467
F0963 25 1 1F469 200D 1F466
F0964 25 1 1F469 200D 1F3A8
F0965 25 1 1F469 1F3FF 200D 2708
F0966 25 1 1F469 1F3FF 200D 2696
F0967 25 1 1F469 1F3FF 200D 1F692
F0968 25 1 1F469 1F3FF 200D 1F680
F0969 25 1 1F469 1F3FF 200D 1F3A8
F096A 25 1 1F469 1F3FE 200D 2708
F096B 25 1 1F469 1F3FE 200D 2696
F096C 25 1 1F469 1F3FE 200D 1F692
F096D 25 1 1F469 1F3FE 200D 1F680
F096E 25 1 1F469 1F3FE 200D 1F3A8
F096F 25 1 1F469 1F3FD 200D 2708
F0970 25 1 1F469 1F3FD 200D 2696
F0971 25 1 1F469 1F3FD 200D 1F692
F0972 25 1 1F469 1F3FD 200D 1F680
F0973 25 1 1F469 1F3FD 200D 1F3A8
F0974 25 1 1F469 1F3FC 200D 2708
F0975 25 1 1F469 1F3FC 200D 2696
F0976 25 1 1F469 1F3FC 200D 1F692
F0977 25 1 1F469 1F3FC 200D 1F680
F0978 25 1 1F469 1F3FC 200D 1F3A8
F0979 25 1 1F469 1F3FB 200D 2708
F097A 25 1 1F469 1F3FB 200D 2696
F097B 25 1 1F469 1F3FB 200D 1F692
F097C 25 1 1F469 1F3FB 200D 1F680
F097D 25 1 1F469 1F3FB 200D 1F3A8
F097E 25 1 1F468 1F3FF 200D 2708
F097F 25 1 1F468 1F3FF 200D 2696
F0980 25 1 1F468 1F3FF 200D 1F692
F0981 25 1 1F468 1F3FF 200D 1F680
F0982 25 1 1F468 1F3FF 200D 1F3A8
F0983 25 1 1F468 1F3FE 200D 2708
